"word","source","corpusfreq","corpusrank","english"
"chlann","gdoc",148,922,0
"mhéad","gdoc",148,923,0
"chomhghleacaí","cm",147,924,0
"gceantair","cm",147,925,0
"tuiscint","mm",147,926,0
"costais","gdoc",147,927,0
"leanúnach","mm",147,928,0
"tofa","mm",146,929,0
"leath","mm",145,930,0
"meas","mm",145,931,1
"leanfaidh","gdoc",145,932,0
"phost","gdoc",144,933,0
"ndéanfar","gdoc",144,934,0
"bás","mm",144,935,0
"titim","mm",144,936,0
"fhianna","gdoc",143,937,0
"seacht","mm",143,938,0
"aoife","cm",143,939,0
"comhbhrón","mm",142,940,0
"beartaithe","gdoc",142,941,0
"bhunú","gdoc",142,942,0
"práinneach","mm",142,943,0
"gcur","gdoc",141,944,0
"bunaíodh","gdoc",141,945,0
"acmhainní","gdoc",140,946,0
"luaithe","mm",140,947,0
"eoraip","gdoc",140,948,0
"úr","mm",140,949,0
"caitheamh","mm",140,950,0
"dhún","gdoc",140,951,0
"t-ábhar","cm",140,952,0
"deireanach","mm",140,953,0
"saint","mm",139,954,1
"speisialta","mm",138,955,0
"teastaíonn","gdoc",138,956,0
"bóithre","gdoc",138,957,0
"snap","mm",137,958,1
"cabhair","mm",137,959,0
"neamhspleách","mm",137,960,0
"thábhachtach","cm",136,961,0
"aodhán","cm",136,962,0
"cionn","gdoc",135,963,0
"riachtanach","mm",135,964,0
"agamsa","gdoc",135,965,0
"sholáthar","gdoc",135,966,0
"mura","mm",134,967,0
"chathair","gdoc",134,968,0
"dáta","mm",134,969,0
"cúram","mm",133,970,0
"cúis","mm",133,971,0
"rua","mm",133,972,0
"ollscoil","mm",133,973,0
"réimse","mm",133,974,0
"gceantar","gdoc",133,975,0
"ea","mm",133,976,1
"till","mm",132,977,1
"óglaigh","cm",132,978,0
"gaillimh","mm",132,979,0
"sheirbhísí","cm",132,980,0
"gclár","gdoc",131,981,0
"liosta","mm",131,982,0
"baill","gdoc",131,983,0
"mall","mm",131,984,1
"measa","gdoc",130,985,0
"n-oileán","cm",130,986,0
"thoradh","gdoc",129,987,0
"cathain","mm",129,988,0
"mbord","gdoc",129,989,0
"cás","mm",128,990,0
"airde","mm",128,991,0
"achan","mm",128,992,0
"idirnáisiúnta","mm",128,993,0
"haon","gdoc",128,994,0
"thuaidh","mm",127,995,0
"chuala","gdoc",127,996,0
"bhfuair","gdoc",127,997,0
"dar","mm",127,998,0
"moill","mm",127,999,0
"marc","mm",127,1000,0
"deir","mm",126,1001,0
"líne","mm",126,1002,0
"uirthi","gdoc",126,1003,0
"sula","mm",126,1004,0
"cinntiú","cm",126,1005,0
"dírithe","gdoc",125,1006,0
"ngaillimh","cm",125,1007,0
"ceantar","mm",125,1008,0
"tuaisceart","mm",125,1009,0
"barr","mm",124,1010,0
"chothú","gdoc",124,1011,0
"tuairim","mm",124,1012,0
"hairí","cm",123,1013,0
"riachtanais","gdoc",123,1014,0
"teaghlach","mm",123,1015,0
"inn","mm",122,1016,1
"cúnamh","mm",122,1017,0
"alt","mm",122,1018,1
"tríú","mm",122,1019,0
"chomhlíonadh","gdoc",122,1020,0
"dúradh","gdoc",121,1021,0
"chonradh","gdoc",121,1022,0
"oscailte","mm",120,1023,0
"dhein","mm",120,1024,0
"sprioc","mm",120,1025,0
"deirtear","gdoc",120,1026,0
"bhféadfadh","gdoc",120,1027,0
"árainn","cm",120,1028,0
"iarratas","mm",120,1029,0
"hacmhainní","cm",120,1030,0
"mhara","cm",119,1031,0
"sonraí","gdoc",119,1032,0
"bhéarla","gdoc",119,1033,0
"grúpaí","gdoc",119,1034,0
"sóisialta","mm",119,1035,0
"fheiceáil","gdoc",119,1036,0
"grúpa","mm",118,1037,0
"iontu","gdoc",118,1038,0
"cothrom","mm",117,1039,0
"páirteach","mm",117,1040,0
"tuairimí","gdoc",117,1041,0
"aidhm","mm",117,1042,0
"mam","mm",117,1043,1
"mian","mm",116,1044,0
"gairid","mm",116,1045,0
"gcomhairle","gdoc",116,1046,0
"beart","mm",116,1047,0
"uathu","gdoc",116,1048,0
"cruinnithe","gdoc",116,1049,0
"ealaíon","cm",116,1050,0
"bpointe","gdoc",115,1051,0
"mholadh","gdoc",115,1052,0
"staidéar","mm",115,1053,0
"choláiste","gdoc",115,1054,0
"ghéarchéim","cm",115,1055,0
"co","gdoc",114,1056,1
"léinn","gdoc",114,1057,0
"tugann","gdoc",114,1058,0
"comhlacht","mm",114,1059,0
"beo","mm",114,1060,0
"tánaiste’s","cm",114,1061,0
"tíortha","gdoc",113,1062,0
"creidim","gdoc",113,1063,0
"bóthar","mm",113,1064,0
"pleanáil","mm",113,1065,0
"bhain","gdoc",113,1066,0
"grá","mm",113,1067,0
"dian","mm",113,1068,0
"fhírinne","gdoc",112,1069,0
"soiléiriú","cm",112,1070,0
"gcaithfidh","gdoc",112,1071,0
"saoirse","mm",112,1072,0
"ngéarchéim","cm",112,1073,0
"mba","gdoc",111,1074,0
"lámh","mm",111,1075,0
"fhoghlaim","gdoc",111,1076,0
"difriúil","mm",111,1077,0
"laethúil","mm",111,1078,0
"naomh","mm",111,1079,0
"dtiocfaidh","gdoc",111,1080,0
"tithíocht","mm",111,1081,0
"domsa","gdoc",111,1082,0
"faoina","gdoc",111,1083,0
"dochreidte","mm",110,1084,0
"feabhas","mm",110,1085,0
"céimeanna","gdoc",110,1086,0
"théann","gdoc",110,1087,0
"dáiríre","mm",110,1088,0
"freagracht","mm",110,1089,0
"cuirfidh","gdoc",110,1090,0
"chomhthéacs","cm",110,1091,0
"thíos","mm",109,1092,0
"eolais","gdoc",109,1093,0
"láidre","gdoc",109,1094,0
"faighte","gdoc",108,1095,0
"cuimsitheach","mm",108,1096,0
"iompair","mm",108,1097,0
"lonnaithe","gdoc",108,1098,0
"cabhrú","gdoc",108,1099,0
"toradh","mm",108,1100,0
"mbuiséad","cm",108,1101,0
"togra","mm",108,1102,0
"uachtaráin","cm",107,1103,0
"gcuirfear","cm",107,1104,0
"dobhair","gdoc",107,1105,0
"éire","mm",107,1106,0
"díospóireachta","cm",106,1107,0
"scoth","mm",106,1108,0
"gcoitinne","cm",106,1109,0
"dia","mm",106,1110,0
"b’fhéidir","cm",106,1111,0
"cheantair","gdoc",105,1112,0
"dtuigeann","gdoc",105,1113,0
"focail","gdoc",105,1114,0
"eo","mm",105,1115,0
"lua","mm",104,1116,0
"reifreann","mm",104,1117,0
"cosc","mm",104,1118,0
"dúshláin","cm",104,1119,0
"bhrí","gdoc",103,1120,0
"thall","mm",103,1121,0
"cling","mm",103,1122,1
"fostaíocht","mm",103,1123,0
"ab","mm",103,1124,1
"choimeád","gdoc",103,1125,0
"maoinithe","cm",103,1126,0
"aonad","mm",103,1127,0
"ghnó","gdoc",102,1128,0
"athruithe","gdoc",102,1129,0
"cultúir","cm",102,1130,0
"státchóras","cm",102,1131,0
"domhan","mm",102,1132,0
"bailte","gdoc",102,1133,0
"craic","mm",101,1134,0
"déanann","gdoc",101,1135,0
"treo","mm",101,1136,0
"chathaoirleach","cm",101,1137,0
"brón","mm",101,1138,0
"muidne","mm",101,1139,0
"fhreagra","gdoc",100,1140,0
"dócha","mm",100,1141,0
"chaith","gdoc",100,1142,0
"léamh","mm",100,1143,0
"aird","mm",100,1144,0
"pearsanta","mm",100,1145,0
"chomhghleacaithe","cm",100,1146,0
"freagraí","cm",99,1147,0
"staid","mm",99,1148,1
"líofa","mm",99,1149,0
"uaireanta","mm",99,1150,0
"siobhán","cm",99,1151,0
"choimisinéara","cm",98,1152,0
"gcúrsaí","gdoc",98,1153,0
"impím","cm",98,1154,0
"pointe","mm",98,1155,1
"deontas","mm",98,1156,0
"gafa","mm",98,1157,0
"chéanna","gdoc",98,1158,0
"ginearálta","mm",98,1159,0
"turasóireachta","cm",98,1160,0
"aeir","gdoc",98,1161,0
"gharda","gdoc",97,1162,0
"lámha","gdoc",97,1163,0
"foghlaim","mm",97,1164,0
"mol","mm",97,1165,0
"buartha","mm",97,1166,0
"difriúla","cm",97,1167,0
"ullmhú","mm",96,1168,0
"liomsa","gdoc",96,1169,0
"shon","gdoc",96,1170,0
"ábhair","gdoc",96,1171,0
"chláir","gdoc",96,1172,0
"spreagadh","mm",96,1173,0
"aisling","mm",96,1174,1
"táthar","gdoc",96,1175,0
"dona","mm",95,1176,1
"thosaigh","gdoc",95,1177,0
"forálacha","mm",95,1178,0
"chaomhnú","cm",95,1179,0
"tagann","gdoc",95,1180,0
"thuairim","gdoc",95,1181,0
"dtithe","gdoc",95,1182,0
"oidhreacht","mm",95,1183,0
"dtír","gdoc",95,1184,0
"clúid","mm",95,1185,0
"cumas","mm",94,1186,0
"lear","mm",94,1187,0
"di","gdoc",94,1188,0
"dáileanna","cm",94,1189,0
"leat","gdoc",94,1190,1
"médecins","cm",94,1191,0
"teoranta","mm",94,1192,0
"treoirlínte","cm",93,1193,0
"hé","gdoc",93,1194,0
"treoir","mm",93,1195,0
"béim","mm",93,1196,0
"scríobh","mm",93,1197,0
"thugann","gdoc",93,1198,0
"sórt","mm",93,1199,0
"punt","mm",93,1200,1
"páirc","mm",93,1201,0
"dearcadh","mm",92,1202,0
"pháistí","gdoc",92,1203,0
"tharraingt","gdoc",92,1204,0
"húdaráis","gdoc",92,1205,0
"dhícheall","cm",92,1206,0
"mhéadú","cm",92,1207,0
"figiúirí","cm",92,1208,0
"nílim","cm",92,1209,0
"láithreach","mm",92,1210,0
"gaelcholáistí","cm",92,1211,0
"gcaighdeán","cm",92,1212,0
"simplí","mm",91,1213,0
"ghnáth","gdoc",91,1214,0
"teip","mm",91,1215,0
"bhíomar","gdoc",91,1216,0
"foróige","cm",91,1217,0
"spóirt","gdoc",91,1218,0
"sinsearach","mm",91,1219,0
"antónio","cm",91,1220,0
"chúis","gdoc",90,1221,0
"oíche","mm",90,1222,0
"uainn","gdoc",90,1223,0
"comhaltaí","cm",90,1224,0
"luach","mm",90,1225,0
"bhreis","cm",90,1226,0
"dúnta","mm",90,1227,0
"theip","gdoc",89,1228,0
"intinn","mm",89,1229,0
"comhoibriú","mm",89,1230,0
"samhradh","mm",89,1231,0
"cuirfear","gdoc",89,1232,0
"comhaltas","mm",89,1233,0
"ceapadh","gdoc",88,1234,0
"socrú","mm",88,1235,0
"tuigeann","gdoc",88,1236,0
"iúil","gdoc",88,1237,0
"chaighdeán","cm",88,1238,0
"chumas","gdoc",88,1239,0
"mílte","gdoc",88,1240,0
"cheannach","gdoc",88,1241,0
"díomá","mm",87,1242,0
"tram","mm",87,1243,1
"iris","mm",87,1244,1
"mire","mm",87,1245,1
"nollag","gdoc",87,1246,0
"nasc","mm",87,1247,0
"foireann","mm",87,1248,0
"difríocht","mm",87,1249,0
"ospidéal","mm",87,1250,0
"muinín","mm",87,1251,0
"theas","mm",87,1252,0
"gcathaoirleach","cm",87,1253,0
"onóir","mm",86,1254,0
"daonna","mm",86,1255,0
"billí","cm",86,1256,0
"mhealladh","gdoc",86,1257,0
"náire","mm",86,1258,0
"leathanach","mm",86,1259,0
"rialacha","gdoc",86,1260,0
"barra","mm",86,1261,0
"fís","mm",86,1262,0
"atáimid","cm",86,1263,0
"fios","mm",86,1264,0
"teagmháil","mm",86,1265,0
"deimhin","mm",86,1266,0
"tairbhe","mm",85,1267,0
"chroí","gdoc",85,1268,0
"gall","mm",85,1269,1
"bunúsach","mm",85,1270,0
"dhéanfaidh","gdoc",85,1271,0
"labhraíonn","cm",85,1272,0
"bhean","gdoc",85,1273,0
"chonaill","gdoc",85,1274,0
"banana","mm",85,1275,1
"thoil","gdoc",85,1276,0
"gcinneadh","cm",85,1277,0
"phróisis","cm",85,1278,0
"infheistíochta","cm",85,1279,0
"lenár","gdoc",85,1280,0
"noileán","cm",85,1281,0
"gcoimisinéir","cm",84,1282,0
"critic","mm",84,1283,1
"faide","mm",84,1284,0
"mícheál","gdoc",84,1285,0
"gcomhar","gdoc",84,1286,0
"chomhbhrón","cm",84,1287,0
"chonaic","gdoc",84,1288,0
"gcaithfimid","cm",84,1289,0
"scoir","mm",84,1290,0
"gealltanas","mm",84,1291,0
"leanas","gdoc",84,1292,0
"tharlaíonn","gdoc",83,1293,0
"deiridh","gdoc",83,1294,0
"tagairt","mm",83,1295,0
"chruinniú","cm",83,1296,0
"réasúnta","mm",83,1297,0
"leasmhara","cm",83,1298,0
"bpáistí","cm",82,1299,0
"eis","mm",82,1300,0
"cheathrú","gdoc",82,1301,0
"cúirte","gdoc",82,1302,0
"thuiscint","gdoc",82,1303,0
"bheag","gdoc",82,1304,0
"inti","gdoc",82,1305,0
"dearmad","mm",82,1306,0
"trasna","mm",82,1307,0
"deireann","mm",81,1308,0
"chearta","gdoc",81,1309,0
"thiocfaidh","gdoc",81,1310,0
"ríthábhachtach","cm",81,1311,0
"cathair","mm",81,1312,0
"gníomhaíochta","cm",81,1313,0
"srianta","mm",81,1314,0
"stairiúil","mm",80,1315,0
"cluain","mm",80,1316,0
"láirge","cm",80,1317,0
"fheabhsú","gdoc",80,1318,0
"táillí","cm",80,1319,0
"bhreise","gdoc",80,1320,0
"tsamhraidh","cm",80,1321,0
"céidigh","cm",80,1322,0
"mhathúna","cm",80,1323,0
"cánach","gdoc",79,1324,0
"clog","mm",79,1325,1
"bainte","gdoc",79,1326,0
"mbaineann","gdoc",79,1327,0
"leabhar","mm",79,1328,0
"spéis","mm",79,1329,0
"tógadh","gdoc",79,1330,0
"rialta","mm",79,1331,0
"múineadh","mm",79,1332,0
"daonra","mm",79,1333,0
"éasca","mm",79,1334,0
"faoiseamh","mm",79,1335,0
"pointí","cm",79,1336,0
"fadó","mm",79,1337,0
"éirigh","mm",79,1338,0
"comhchoiste","cm",79,1339,0
"eagraíochtaí","cm",79,1340,0
"leasa","gdoc",79,1341,0
"cinntí","cm",79,1342,0
"mhoill","gdoc",79,1343,0
"ráta","mm",79,1344,0
"dtabharfaidh","cm",79,1345,0
"ciste","mm",79,1346,0
"domhnaill","cm",79,1347,0
"sochaí","mm",78,1348,0
"béal","mm",78,1349,0
"feasta","mm",78,1350,0
"beagáinín","cm",78,1351,0
"fhaigheann","gdoc",78,1352,0
"ráitis","cm",78,1353,0
"fhoireann","gdoc",78,1354,0
"chinneadh","gdoc",78,1355,0
"taithí","mm",78,1356,0
"teideal","mm",78,1357,0
"smacht","mm",78,1358,0
"reachtúil","mm",78,1359,0
"daonlathas","mm",78,1360,0
"limistéir","cm",78,1361,0
"athbhreithnithe","cm",78,1362,0
"tráthnóna","mm",77,1363,0
"cumarsáide","gdoc",77,1364,0
"tacht","mm",77,1365,0
"cibé","mm",77,1366,0
"chúram","gdoc",77,1367,0
"imeacht","mm",77,1368,0
"bhíodh","gdoc",77,1369,0
"fhocal","gdoc",77,1370,0
"coistí","cm",77,1371,0
"thaoiseach","cm",77,1372,0
"mars","mm",76,1373,1
"teangacha","gdoc",76,1374,0
"airí","mm",76,1375,0
"ndearna","gdoc",76,1376,0
"naofa","mm",76,1377,0
"gcoláistí","cm",76,1378,0
"cois","mm",76,1379,0
"fulaingt","mm",76,1380,0
"ábhartha","mm",76,1381,0
"theachtaí","cm",75,1382,0
"slán","mm",75,1383,0
"ndúirt","gdoc",75,1384,0
"thuismitheoirí","gdoc",75,1385,0
"foirne","gdoc",75,1386,0
"theastaíonn","gdoc",75,1387,0
"bhféadfaí","gdoc",75,1388,0
"cuimhin","mm",75,1389,0
"aistriú","mm",75,1390,0
"mhilliún","cm",75,1391,0
"mbealach","gdoc",75,1392,0
"dhéantar","gdoc",75,1393,0
"bhfadhb","cm",75,1394,0
"naíonra","mm",75,1395,0
"ndún","cm",75,1396,0
"caiteachas","mm",75,1397,0
"uimhir","mm",75,1398,0
"suí","mm",74,1399,0
"gconamara","cm",74,1400,0
"aréir","mm",74,1401,0
"tabharfaidh","gdoc",74,1402,0
"hábhair","cm",74,1403,0
"an-mhaith","cm",74,1404,0
"scríofa","gdoc",74,1405,0
"cainteoirí","cm",74,1406,0
"dúchais","gdoc",74,1407,0
"cosanta","gdoc",74,1408,0
"scar","mm",74,1409,1
"píosa","mm",74,1410,0
"gceannas","cm",74,1411,0
"bac","mm",74,1412,0
"téarmaí","gdoc",74,1413,0
"fhreagairt","gdoc",74,1414,0
"tograí","cm",74,1415,0
"mhaoiniú","cm",74,1416,0
"gal","mm",74,1417,1
"fáil’s","cm",74,1418,0
"leataobh","mm",73,1419,0
"mórmhór","cm",73,1420,0
"nílimid","cm",73,1421,0
"mic","gdoc",73,1422,1
"feabhra","mm",73,1423,0
"dteastaíonn","cm",73,1424,0
"ghlúin","gdoc",73,1425,0
"ae","mm",73,1426,0
"géar","mm",73,1427,0
"thír","gdoc",73,1428,0
"cultúr","mm",73,1429,0
"mícheart","cm",73,1430,0
"cumhachtaí","gdoc",73,1431,0
"suíomh","mm",73,1432,0
"tógfaidh","cm",73,1433,0
"agaibh","gdoc",73,1434,0
"dátheangach","mm",72,1435,0
"nithe","gdoc",72,1436,0
"lán-ghaeilge","cm",72,1437,0
"ócáid","mm",72,1438,0
"rachaidh","gdoc",72,1439,0
"díospóireachtaí","cm",72,1440,0
"corn","mm",72,1441,1
"gcomparáid","cm",72,1442,0
"sinéad","cm",72,1443,0
"comhar","mm",71,1444,0
"leathan","mm",71,1445,0
"gnáth","mm",71,1446,0
"choimisinéir","cm",71,1447,0
"struchtúr","mm",71,1448,0
"comhairlí","cm",71,1449,0
"bealaí","cm",71,1450,0
"bhuirne","cm",71,1451,0
"comhrá","mm",71,1452,0
"impí","cm",71,1453,0
"thóg","gdoc",71,1454,0
"gcuirfí","gdoc",71,1455,0
"bualadh","mm",71,1456,0
"bhoird","gdoc",71,1457,0
"maireachtáil","mm",71,1458,0
"oibriú","mm",71,1459,0
"damáiste","mm",71,1460,0
"síneadh","mm",71,1461,0
"ceadaithe","mm",71,1462,0
"cheoil","gdoc",71,1463,0
"glaoim","cm",71,1464,0
"saoránaigh","cm",70,1465,0
"tadhg","mm",70,1466,0
"comhaontas","mm",70,1467,0
"cásanna","cm",70,1468,0
"ceaptha","gdoc",70,1469,0
"dhó","gdoc",70,1470,0
"inar","gdoc",70,1471,0
"gaeilgeoirí","cm",70,1472,0
"billiún","mm",70,1473,0
"eanáir","mm",70,1474,0
"nic","mm",70,1475,0
"streachailt","mm",70,1476,0
"comhairliúcháin","cm",70,1477,0
"tógtha","gdoc",69,1478,0
"aoine","gdoc",69,1479,0
"torthaí","gdoc",69,1480,0
"ceangal","mm",69,1481,0
"choimisiún","cm",69,1482,0
"cainte","gdoc",69,1483,0
"locht","mm",69,1484,0
"chomhlachtaí","cm",69,1485,0
"cathrach","gdoc",69,1486,0
"cáin","mm",69,1487,0
"thuig","gdoc",69,1488,0
"arann","mm",69,1489,0
"buitléir","cm",69,1490,0
"maireachtála","cm",69,1491,0
"mhíl","cm",69,1492,0
"gcoimisiún","cm",68,1493,0
"ré","mm",68,1494,0
"túdarás","cm",68,1495,0
"léirigh","mm",68,1496,0
"teachtaireacht","mm",68,1497,0
"leathnú","gdoc",68,1498,0
"aithne","mm",68,1499,0
"álainn","mm",68,1500,0
"eagla","mm",68,1501,0
"mbaol","gdoc",68,1502,0
"daonlathach","mm",68,1503,0
"thacaíocht","cm",68,1504,0
"brosna","mm",68,1505,0
"gcroílár","cm",68,1506,0
"chineál","gdoc",67,1507,0
"múinteoir","mm",67,1508,0
"chaoimh","cm",67,1509,0
"tacaíochtaí","cm",67,1510,0
"n-éirí","cm",66,1511,0
"féile","mm",66,1512,0
"gníomh","mm",66,1513,0
"bomaite","mm",66,1514,0
"sine","mm",66,1515,1
"húdarás","cm",66,1516,0
"gleann","mm",66,1517,0
"bhuail","gdoc",66,1518,0
"nigh","mm",66,1519,1
"seanadóir","mm",66,1520,0
"gníomhú","cm",66,1521,0
"cháinaisnéis","cm",66,1522,0
"neartú","mm",66,1523,0
"meitheamh","gdoc",66,1524,0
"pá","mm",66,1525,0
"comharchumainn","cm",66,1526,0
"leanann","gdoc",65,1527,0
"infheistiú","cm",65,1528,0
"riachtanas","mm",65,1529,0
"uaim","mm",65,1530,0
"iomarca","mm",65,1531,0
"mbeidís","gdoc",65,1532,0
"siadsan","gdoc",65,1533,0
"cloí","mm",65,1534,0
"oibríonn","cm",65,1535,0
"scáth","mm",65,1536,0
"chomhchoiste","cm",65,1537,0
"cultúrtha","mm",65,1538,0
"príomh","mm",65,1539,0
"taisteal","mm",65,1540,0
"infreastruchtúr","cm",65,1541,0
"n-áirítear","cm",65,1542,0
"tiomanta","mm",65,1543,0
"polaitíochta","gdoc",64,1544,0
"tuath","mm",64,1545,0
"sampla","mm",64,1546,0
"fhéin","gdoc",64,1547,0
"gcaithfear","cm",64,1548,0
"aithint","gdoc",64,1549,0
"mhol","gdoc",64,1550,0
"meon","mm",64,1551,0
"saor","mm",64,1552,0
"faraor","mm",64,1553,0
"litir","mm",64,1554,0
"fiacla","gdoc",64,1555,0
"ait","mm",64,1556,1
"foirgnimh","cm",64,1557,0
"comhaontú","mm",64,1558,0
"gaol","mm",64,1559,1
"t-athbhreithniú","cm",64,1560,0
"earcaíochta","cm",64,1561,0
"rompu","gdoc",63,1562,0
"gcéanna","gdoc",63,1563,0
"ndéanfaí","gdoc",63,1564,0
"formhór","mm",63,1565,0
"scoláirí","gdoc",63,1566,0
"feirste","gdoc",63,1567,0
"dóchasach","mm",63,1568,0
"chomhaontú","cm",63,1569,0
"ndícheall","cm",63,1570,0
"cíos","mm",63,1571,0
"deacracht","mm",62,1572,0
"breá","mm",62,1573,0
"caillte","mm",62,1574,0
"aerfort","mm",62,1575,0
"athchóirithe","cm",62,1576,0
"fuinnimh","cm",62,1577,0
"ionann","mm",62,1578,0
"léirithe","gdoc",62,1579,0
"comhdháil","mm",62,1580,0
"bád","mm",62,1581,0
"allúntas","cm",62,1582,0
"ionsaí","mm",61,1583,0
"oiriúnach","mm",61,1584,0
"admháil","mm",61,1585,0
"teilifís","mm",61,1586,0
"gcultúr","cm",61,1587,0
"tharlóidh","cm",61,1588,0
"ciallaíonn","cm",61,1589,0
"cuspóir","mm",61,1590,0
"chórais","cm",61,1591,0
"shóisialta","gdoc",61,1592,0
"dhéanfaimid","cm",61,1593,0
"gcruinniú","cm",61,1594,0
"dícheallach","mm",61,1595,0
"cumh","cm",61,1596,0
"mbéadh","cm",60,1597,0
"seanfhocal","mm",60,1598,0
"tréaslaím","cm",60,1599,0
"coinníollacha","gdoc",60,1600,0
"nádúrtha","mm",60,1601,0
"dtosach","gdoc",60,1602,0
"dháilcheantar","cm",60,1603,0
"tosú","mm",60,1604,0
"maithe","mm",60,1605,0
"phleanáil","cm",60,1606,0
"ionadaíocht","mm",60,1607,0
"míonna","cm",60,1608,0
"naíonraí","cm",60,1609,0
"bláthnaid","cm",60,1610,0
"féinne","cm",59,1611,0
"saoránach","mm",59,1612,0
"líonadh","mm",59,1613,0
"bhunreacht","cm",59,1614,0
"fhágáil","gdoc",59,1615,0
"dtiocfadh","gdoc",59,1616,0
"chiarraí","gdoc",59,1617,0
"phádraig","gdoc",59,1618,0
"fhreasúra","cm",59,1619,0
"ceoltóirí","cm",59,1620,0
"reachtúla","cm",59,1621,0
"áiseanna","cm",59,1622,0
"déantar","gdoc",59,1623,0
"theannta","gdoc",59,1624,0
"cumhacht","mm",59,1625,0
"t-ádh","cm",59,1626,0
"tuillte","gdoc",59,1627,0
"cáit","cm",59,1628,0
"maitiú","cm",59,1629,0
"igc","cm",58,1630,0
"ghá","gdoc",58,1631,0
"ráth","mm",58,1632,0
"chuirtear","gdoc",58,1633,0
"áite","cm",58,1634,0
"roghnú","mm",58,1635,0
"réimsí","gdoc",58,1636,0
"gearradh","mm",58,1637,0
"fógra","mm",58,1638,0
"uasal","mm",58,1639,0
"pé","mm",58,1640,0
"mion","mm",58,1641,0
"rinn","mm",58,1642,0
"eagrú","cm",58,1643,0
"liebherr","cm",58,1644,0
"cas","mm",58,1645,0
"doras","mm",57,1646,0
"bealtaine","gdoc",57,1647,0
"bheinn","gdoc",57,1648,0
"thógaint","cm",57,1649,0
"mhalairt","gdoc",57,1650,0
"rúin","cm",57,1651,0
"reáchtáil","mm",57,1652,0
"thús","gdoc",57,1653,0
"imeachtaí","gdoc",57,1654,0
"mhúineadh","gdoc",57,1655,0
"troid","mm",57,1656,0
"húsáid","cm",57,1657,0
"saghas","mm",57,1658,0
"tnúth","mm",57,1659,0
"státseirbhís","mm",57,1660,0
"seomra","mm",57,1661,0
"sonrach","mm",57,1662,0
"margadh","mm",57,1663,0
"cheapadh","gdoc",57,1664,0
"néill","gdoc",57,1665,0
"caisleán","mm",57,1666,0
"laethanta","gdoc",56,1667,0
"dtarlóidh","cm",56,1668,0
"cúramach","mm",56,1669,0
"logainmneacha","cm",56,1670,0
"shábháil","gdoc",56,1671,0
"ghrúpa","gdoc",56,1672,0
"dtagann","gdoc",56,1673,0
"buntáiste","mm",56,1674,0
"chultúr","cm",56,1675,0
"háite","cm",56,1676,0
"dóthain","mm",56,1677,0
"éigeandála","cm",56,1678,0
"phoist","gdoc",56,1679,0
"bhreatain","gdoc",56,1680,0
"miste","mm",56,1681,0
"bearna","mm",56,1682,0
"cónaí","mm",56,1683,0
"téarma","mm",56,1684,0
"aistear","mm",56,1685,0
"fharraige","gdoc",56,1686,0
"fáil-fine","cm",56,1687,0
"an-áthas","cm",55,1688,0
"míosa","gdoc",55,1689,0
